Wavelength,RadianceData
905,6.595447529419434e-05
906,2.0455522689333852e-05
907,2.840914907005868e-05
908,3.44923982388922e-05
909,2.0947939332717994e-05
910,3.4142806664385204e-05
911,2.7824856748361657e-05
912,1.4464470455527988e-05
913,3.3087962859808496e-05
914,4.5657512030412116e-05
915,2.9947917399510118e-05
916,4.602212000150861e-05
917,2.0619124617276642e-05
918,2.325740392103632e-05
919,3.522064356295683e-05
920,2.5987124957992376e-05
921,-4.653107887175475e-06
922,3.1739630187388495e-05
923,4.230906018233907e-05
924,2.0207778064807493e-05
925,3.17373097039181e-05
926,2.3729524090577207e-05
927,1.0468410962579172e-05
928,5.812983511574385e-05
929,3.007875615160094e-05
930,1.413188871415549e-05
931,4.416141070261804e-05
932,2.609861466444261e-05
933,1.0647021493662124e-05
934,3.166543655509146e-05
935,-6.636632907430475e-06
936,-1.1906672305811107e-05
937,5.139414397002053e-05
938,1.574903559224405e-05
939,2.3275673182629927e-05
940,3.0514586233593434e-06
941,-8.383111621670209e-06
942,3.503639778247705e-05
943,3.452576134244561e-05
944,2.6790901807037885e-05
945,2.6210212750852703e-05
946,7.466415228747865e-05
947,3.5813169027768064e-05
948,-2.460776220112144e-05
949,-3.318303303087457e-06
950,-1.8751428537347044e-05
951,2.7190130717608303e-05
952,2.5139339591835044e-05
953,-1.5083659953523424e-05
954,-5.993796567366093e-06
955,3.70901433606668e-05
956,3.418063996652687e-06
957,4.73477465763425e-05
958,3.870713983070703e-05
959,4.829941431462359e-07
960,2.6947499357112055e-05
961,3.482001608158341e-05
962,-1.6634759246382016e-05
963,-8.152001793559319e-06
964,3.152256630752491e-05
965,3.601041705830128e-05
966,1.4163232366083385e-05
967,6.39876846684061e-05
968,-1.8594912562431378e-05
969,8.121279260377242e-06
970,5.26114312579049e-05
971,5.411705639147207e-05
972,4.433514425468445e-05
973,-1.5735448765303578e-06
974,1.2577494460979214e-05
975,1.6536929227807126e-05
976,4.7139225300321616e-05
977,3.360083797701381e-05
978,6.695974759337472e-05
979,1.612237285382184e-05
980,3.0512694249415906e-05
981,7.367495061086338e-05
982,8.375095412476947e-05
983,1.6887275389705983e-05
984,2.5706404160811617e-05
985,5.498342361489391e-05
986,1.4083689192192313e-05
987,3.912504739622616e-05
988,5.516641533065453e-05
989,2.863128841807732e-05
990,-3.371434658139397e-05
991,2.8348336401353233e-06
992,-9.780084024391345e-06
993,5.291787895480562e-05
994,0.00010464655710360384
995,-4.137924471254821e-05
996,0.00011581023970279938
997,5.344007844617766e-05
998,1.8531004101388482e-05
999,-1.370296988634714e-06
1000,6.755261209897163e-06
1001,4.991654048684816e-05
1002,9.244272242005957e-05
1003,-9.67618609768962e-06
1004,9.83703847869883e-05
1005,7.560189941875736e-05
1006,6.336137590960305e-05
1007,2.0219846884187202e-05
1008,3.634383973949475e-05
1009,0.00011875632568842606
1010,6.107577988617025e-07
1011,9.51460949029712e-05
1012,-8.142322387663752e-05
1013,8.310943951605377e-05
1014,3.2393472472105215e-05
1015,-6.340894476420784e-05
1016,0.00012134095056587513
1017,6.944995039892242e-05
1018,0.00010698818252341484
1019,5.4003655809284974e-05
1020,-2.6316968882876798e-05
1021,7.216192439022985e-05
1022,-5.4692589762472166e-05
1023,6.354301425289285e-05
1024,3.679794764931875e-05
1025,5.970903205058573e-05
1026,-4.359326563583673e-06
1027,-2.1052657301824007e-05
1028,5.8648635785615356e-05
1029,1.7667311400248244e-05
1030,0.00015276188520579873
1031,9.47649512833036e-06
1032,7.490649396950941e-05
1033,7.102253097690506e-06
1034,9.700168027505421e-06
1035,-9.837433236095422e-05
1036,7.762042207643078e-05
1037,0.00010915301399045859
1038,8.861249005237545e-05
1039,0.00012782981486730014
1040,0.00012293155914545203
